cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
23,Quintana Roo,0,Estatal,1002000070,Población de 20 a 24 años,2010,135549,Personas
23,Quintana Roo,0,Estatal,1002000070,Población de 20 a 24 años,2020,164989,Personas
23,Quintana Roo,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,27810,Personas
23,Quintana Roo,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,41218,Personas
23,Quintana Roo,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,47989,Personas
23,Quintana Roo,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,52041,Personas
23,Quintana Roo,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,68519,Personas
23,Quintana Roo,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,83186,Personas
23,Quintana Roo,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,26416,Personas
23,Quintana Roo,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,40049,Personas
23,Quintana Roo,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,46763,Personas
23,Quintana Roo,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,51336,Personas
23,Quintana Roo,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,67030,Personas
23,Quintana Roo,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,81803,Personas
23,Quintana Roo,0,Estatal,1002000073,Población de 25 a 29 años,1990,46170,Personas
23,Quintana Roo,0,Estatal,1002000073,Población de 25 a 29 años,1995,72421,Personas
23,Quintana Roo,0,Estatal,1002000073,Población de 25 a 29 años,2000,90750,Personas
23,Quintana Roo,0,Estatal,1002000073,Población de 25 a 29 años,2005,97203,Personas
23,Quintana Roo,0,Estatal,1002000073,Población de 25 a 29 años,2010,130616,Personas
23,Quintana Roo,0,Estatal,1002000073,Población de 25 a 29 años,2020,184447,Personas
23,Quintana Roo,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,23617,Personas
23,Quintana Roo,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,37052,Personas
23,Quintana Roo,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,45804,Personas
23,Quintana Roo,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,48401,Personas
23,Quintana Roo,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,65694,Personas
23,Quintana Roo,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,93034,Personas
23,Quintana Roo,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,22553,Personas
23,Quintana Roo,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,35369,Personas
23,Quintana Roo,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,44946,Personas
23,Quintana Roo,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,48802,Personas
23,Quintana Roo,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,64922,Personas
23,Quintana Roo,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,91413,Personas
23,Quintana Roo,0,Estatal,1002000076,Población de 30 a 34 años,1990,35950,Personas
23,Quintana Roo,0,Estatal,1002000076,Población de 30 a 34 años,1995,58722,Personas
23,Quintana Roo,0,Estatal,1002000076,Población de 30 a 34 años,2000,77734,Personas
23,Quintana Roo,0,Estatal,1002000076,Población de 30 a 34 años,2005,93113,Personas
23,Quintana Roo,0,Estatal,1002000076,Población de 30 a 34 años,2010,120654,Personas
23,Quintana Roo,0,Estatal,1002000076,Población de 30 a 34 años,2020,175133,Personas
23,Quintana Roo,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,18643,Personas
23,Quintana Roo,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,30204,Personas
23,Quintana Roo,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,39932,Personas
23,Quintana Roo,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,46621,Personas
23,Quintana Roo,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,60588,Personas
23,Quintana Roo,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,88048,Personas
23,Quintana Roo,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,17307,Personas
23,Quintana Roo,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,28518,Personas
23,Quintana Roo,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,37802,Personas
23,Quintana Roo,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,46492,Personas
23,Quintana Roo,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,60066,Personas
23,Quintana Roo,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,87085,Personas
